ts,y
2015-01-05 14:00:00,0.056
2015-01-05 15:00:00,0.0554
2015-01-05 16:00:00,0.0581
2015-01-05 17:00:00,0.059
2015-01-05 18:00:00,0.0461
2015-01-05 19:00:00,0.032
2015-01-05 20:00:00,0.0201
2015-01-05 21:00:00,0.0119
2015-01-05 22:00:00,0.0043
2015-01-05 23:00:00,0.0027
2015-01-06 00:00:00,0.0037
2015-01-06 01:00:00,0.0038
2015-01-06 02:00:00,0.0037
2015-01-06 03:00:00,0.0041
2015-01-06 04:00:00,0.0058
2015-01-06 05:00:00,0.0524
2015-01-06 06:00:00,0.1277
2015-01-06 07:00:00,0.3989
2015-01-06 08:00:00,0.2704
2015-01-06 09:00:00,0.0607
2015-01-06 10:00:00,0.0584
2015-01-06 11:00:00,0.0566
2015-01-06 12:00:00,0.0545
2015-01-06 13:00:00,0.0511
2015-01-06 14:00:00,0.0542
2015-01-06 15:00:00,0.0582
2015-01-06 16:00:00,0.0552
2015-01-06 17:00:00,0.0554
2015-01-06 18:00:00,0.0436
2015-01-06 19:00:00,0.0309
2015-01-06 20:00:00,0.0212
2015-01-06 21:00:00,0.0135
2015-01-06 22:00:00,0.0048
2015-01-06 23:00:00,0.0038
2015-01-07 00:00:00,0.0038
2015-01-07 01:00:00,0.0037
2015-01-07 02:00:00,0.0037
2015-01-07 03:00:00,0.0038
2015-01-07 04:00:00,0.0114
2015-01-07 05:00:00,0.0571
2015-01-07 06:00:00,0.094
2015-01-07 07:00:00,0.4122
2015-01-07 08:00:00,0.3764
2015-01-07 09:00:00,0.112
2015-01-07 10:00:00,0.0536
2015-01-07 11:00:00,0.0569
2015-01-07 12:00:00,0.0539
2015-01-07 13:00:00,0.0503
2015-01-07 14:00:00,0.0506
2015-01-07 15:00:00,0.0553
2015-01-07 16:00:00,0.055
2015-01-07 17:00:00,0.0577
2015-01-07 18:00:00,0.0432
2015-01-07 19:00:00,0.0322
2015-01-07 20:00:00,0.0229
2015-01-07 21:00:00,0.0088
2015-01-07 22:00:00,0.0043
2015-01-07 23:00:00,0.0038
2015-01-08 00:00:00,0.0037
2015-01-08 01:00:00,0.0038
2015-01-08 02:00:00,0.0037
2015-01-08 03:00:00,0.0037
2015-01-08 04:00:00,0.0087
2015-01-08 05:00:00,0.0529
2015-01-08 06:00:00,0.1087
2015-01-08 07:00:00,0.3382
2015-01-08 08:00:00,0.0599
2015-01-08 09:00:00,0.0613
2015-01-08 10:00:00,0.0608
2015-01-08 11:00:00,0.0568
2015-01-08 12:00:00,0.0575
2015-01-08 13:00:00,0.0562
2015-01-08 14:00:00,0.0559
2015-01-08 15:00:00,0.0618
2015-01-08 16:00:00,0.0631
2015-01-08 17:00:00,0.0502
2015-01-08 18:00:00,0.0037
2015-01-08 19:00:00,0.0037
2015-01-08 20:00:00,0.0037
2015-01-08 21:00:00,0.0037
2015-01-08 22:00:00,0.0037
2015-01-08 23:00:00,0.0037
2015-01-09 00:00:00,0.0037
2015-01-09 01:00:00,0.0037
2015-01-09 02:00:00,0.0037
2015-01-09 03:00:00,0.0037
2015-01-09 04:00:00,0.0037
2015-01-09 05:00:00,0.0335
2015-01-09 06:00:00,0.0779
2015-01-09 07:00:00,0.066
2015-01-09 08:00:00,0.0602
2015-01-09 09:00:00,0.0595
2015-01-09 10:00:00,0.0573
2015-01-09 11:00:00,0.0578
2015-01-09 12:00:00,0.0566
2015-01-09 13:00:00,0.0584
2015-01-09 14:00:00,0.0385
2015-01-09 15:00:00,0.0602
2015-01-09 16:00:00,0.064
2015-01-09 17:00:00,0.0557
2015-01-09 18:00:00,0.0475
2015-01-09 19:00:00,0.0372
2015-01-09 20:00:00,0.0265
2015-01-09 21:00:00,0.0148
2015-01-09 22:00:00,0.0086
2015-01-09 23:00:00,0.0038
2015-01-10 00:00:00,0.0039
2015-01-10 01:00:00,0.0039
2015-01-10 02:00:00,0.004
2015-01-10 03:00:00,0.0037
2015-01-10 04:00:00,0.0043
2015-01-10 05:00:00,0.0054
2015-01-10 06:00:00,0.0132
2015-01-10 07:00:00,0.0267
2015-01-10 08:00:00,0.0363
2015-01-10 09:00:00,0.0423
2015-01-10 10:00:00,0.0478
2015-01-10 11:00:00,0.0535
2015-01-10 12:00:00,0.0517
2015-01-10 13:00:00,0.0562
2015-01-10 14:00:00,0.0519
2015-01-10 15:00:00,0.0527
2015-01-10 16:00:00,0.0516
2015-01-10 17:00:00,0.0513
2015-01-10 18:00:00,0.0411
2015-01-10 19:00:00,0.0282
2015-01-10 20:00:00,0.0142
2015-01-10 21:00:00,0.0229
2015-01-10 22:00:00,0.0152
2015-01-10 23:00:00,0.0043
2015-01-11 00:00:00,0.0041
2015-01-11 01:00:00,0.0039
2015-01-11 02:00:00,0.0037
2015-01-11 03:00:00,0.0038
2015-01-11 04:00:00,0.0039
2015-01-11 05:00:00,0.0038
2015-01-11 06:00:00,0.004
2015-01-11 07:00:00,0.011
2015-01-11 08:00:00,0.0253
2015-01-11 09:00:00,0.0371
2015-01-11 10:00:00,0.0416
2015-01-11 11:00:00,0.0447
2015-01-11 12:00:00,0.0468
2015-01-11 13:00:00,0.054
2015-01-11 14:00:00,0.0494
2015-01-11 15:00:00,0.0519
2015-01-11 16:00:00,0.0511
2015-01-11 17:00:00,0.048
2015-01-11 18:00:00,0.0378
2015-01-11 19:00:00,0.0309
2015-01-11 20:00:00,0.0194
2015-01-11 21:00:00,0.0063
2015-01-11 22:00:00,0.0037
2015-01-11 23:00:00,0.0037
2015-01-12 00:00:00,0.0037
2015-01-12 01:00:00,0.0037
2015-01-12 02:00:00,0.0037
2015-01-12 03:00:00,0.0037
2015-01-12 04:00:00,0.0037
2015-01-12 05:00:00,0.0319
2015-01-12 06:00:00,0.1186
2015-01-12 07:00:00,0.3672
2015-01-12 08:00:00,0.3834
2015-01-12 09:00:00,0.0976
2015-01-12 10:00:00,0.0569
2015-01-12 11:00:00,0.0528
2015-01-12 12:00:00,0.0535
2015-01-12 13:00:00,0.0501
2015-01-12 14:00:00,0.0574
2015-01-12 15:00:00,0.0549
2015-01-12 16:00:00,0.0422
2015-01-12 17:00:00,0.0408
2015-01-12 18:00:00,0.0304
2015-01-12 19:00:00,0.0231
2015-01-12 20:00:00,0.0141
2015-01-12 21:00:00,0.0096
2015-01-12 22:00:00,0.0039
2015-01-12 23:00:00,0.0039
2015-01-13 00:00:00,0.0038
2015-01-13 01:00:00,0.0037
2015-01-13 02:00:00,0.0037
2015-01-13 03:00:00,0.0037
2015-01-13 04:00:00,0.0131
2015-01-13 05:00:00,0.0518
2015-01-13 06:00:00,0.1241
2015-01-13 07:00:00,0.3371
2015-01-13 08:00:00,0.3025
2015-01-13 09:00:00,0.0609
2015-01-13 10:00:00,0.0585
2015-01-13 11:00:00,0.0563
2015-01-13 12:00:00,0.056
2015-01-13 13:00:00,0.0557
2015-01-13 14:00:00,0.0525
2015-01-13 15:00:00,0.0558
2015-01-13 16:00:00,0.0552
2015-01-13 17:00:00,0.0583
2015-01-13 18:00:00,0.0449
2015-01-13 19:00:00,0.0326
2015-01-13 20:00:00,0.0222
2015-01-13 21:00:00,0.0051
2015-01-13 22:00:00,0.0037
2015-01-13 23:00:00,0.0037
2015-01-14 00:00:00,0.0037
2015-01-14 01:00:00,0.0037
2015-01-14 02:00:00,0.0037
2015-01-14 03:00:00,0.0037
2015-01-14 04:00:00,0.0037
2015-01-14 05:00:00,0.0421
2015-01-14 06:00:00,0.1217
2015-01-14 07:00:00,0.3315
2015-01-14 08:00:00,0.3618
2015-01-14 09:00:00,0.0662
2015-01-14 10:00:00,0.0577
2015-01-14 11:00:00,0.0573
2015-01-14 12:00:00,0.0577
2015-01-14 13:00:00,0.0583
2015-01-14 14:00:00,0.0553
2015-01-14 15:00:00,0.0577
2015-01-14 16:00:00,0.0578
2015-01-14 17:00:00,0.0595
2015-01-14 18:00:00,0.0471
2015-01-14 19:00:00,0.0323
2015-01-14 20:00:00,0.0234
2015-01-14 21:00:00,0.0113
2015-01-14 22:00:00,0.0041
2015-01-14 23:00:00,0.0044
2015-01-15 00:00:00,0.0038
2015-01-15 01:00:00,0.0037
2015-01-15 02:00:00,0.0037
2015-01-15 03:00:00,0.0039
2015-01-15 04:00:00,0.0065
2015-01-15 05:00:00,0.051
2015-01-15 06:00:00,0.0958
2015-01-15 07:00:00,0.2524
2015-01-15 08:00:00,0.3282
2015-01-15 09:00:00,0.3108
2015-01-15 10:00:00,0.086
2015-01-15 11:00:00,0.0469
2015-01-15 12:00:00,0.0603
2015-01-15 13:00:00,0.0554
2015-01-15 14:00:00,0.0489
2015-01-15 15:00:00,0.0037
2015-01-15 16:00:00,0.0037
2015-01-15 17:00:00,0.0037
2015-01-15 18:00:00,0.0037
2015-01-15 19:00:00,0.0037
2015-01-15 20:00:00,0.0037
2015-01-15 21:00:00,0.0037
2015-01-15 22:00:00,0.0037
2015-01-15 23:00:00,0.0038
2015-01-16 00:00:00,0.0038
2015-01-16 01:00:00,0.0037
2015-01-16 02:00:00,0.0037
2015-01-16 03:00:00,0.0038
2015-01-16 04:00:00,0.0104
2015-01-16 05:00:00,0.048
2015-01-16 06:00:00,0.068
2015-01-16 07:00:00,0.0668
2015-01-16 08:00:00,0.0418
2015-01-16 09:00:00,0.0507
2015-01-16 10:00:00,0.0508
2015-01-16 11:00:00,0.0386
2015-01-16 12:00:00,0.0302
2015-01-16 13:00:00,0.0454
2015-01-16 14:00:00,0.0566
2015-01-16 15:00:00,0.0572
2015-01-16 16:00:00,0.036
2015-01-16 17:00:00,0.0316
2015-01-16 18:00:00,0.0249
2015-01-16 19:00:00,0.0167
2015-01-16 20:00:00,0.0124
2015-01-16 21:00:00,0.012
2015-01-16 22:00:00,0.0069
2015-01-16 23:00:00,0.0039
2015-01-17 00:00:00,0.0039
2015-01-17 01:00:00,0.0038
2015-01-17 02:00:00,0.0037
2015-01-17 03:00:00,0.0037
2015-01-17 04:00:00,0.0037
2015-01-17 05:00:00,0.0045
2015-01-17 06:00:00,0.0103
2015-01-17 07:00:00,0.0156
2015-01-17 08:00:00,0.0176
2015-01-17 09:00:00,0.0206
2015-01-17 10:00:00,0.0231
2015-01-17 11:00:00,0.0228
2015-01-17 12:00:00,0.025
2015-01-17 13:00:00,0.0235
2015-01-17 14:00:00,0.0242
2015-01-17 15:00:00,0.0231
2015-01-17 16:00:00,0.0243
2015-01-17 17:00:00,0.0252
2015-01-17 18:00:00,0.0196
2015-01-17 19:00:00,0.0147
2015-01-17 20:00:00,0.0118
2015-01-17 21:00:00,0.0115
2015-01-17 22:00:00,0.0101
2015-01-17 23:00:00,0.0046
2015-01-18 00:00:00,0.0031
2015-01-18 01:00:00,0.0021
2015-01-18 02:00:00,0.0016
2015-01-18 03:00:00,0.001
2015-01-18 04:00:00,0.0011
2015-01-18 05:00:00,0.0014
2015-01-18 06:00:00,0.0023
2015-01-18 07:00:00,0.007
2015-01-18 08:00:00,0.0228
2015-01-18 09:00:00,0.0348
2015-01-18 10:00:00,0.0435
2015-01-18 11:00:00,0.053
2015-01-18 12:00:00,0.0476
2015-01-18 13:00:00,0.0521
2015-01-18 14:00:00,0.0544
2015-01-18 15:00:00,0.0524
2015-01-18 16:00:00,0.0528
2015-01-18 17:00:00,0.0496
2015-01-18 18:00:00,0.0398
2015-01-18 19:00:00,0.0316
2015-01-18 20:00:00,0.0255
2015-01-18 21:00:00,0.0185
2015-01-18 22:00:00,0.0066
2015-01-18 23:00:00,0.003
2015-01-19 00:00:00,0.0038
2015-01-19 01:00:00,0.0038
2015-01-19 02:00:00,0.0037
2015-01-19 03:00:00,0.0041
2015-01-19 04:00:00,0.0054
2015-01-19 05:00:00,0.0298
2015-01-19 06:00:00,0.0524
2015-01-19 07:00:00,0.0432
2015-01-19 08:00:00,0.0459
2015-01-19 09:00:00,0.053
2015-01-19 10:00:00,0.0621
2015-01-19 11:00:00,0.0635
2015-01-19 12:00:00,0.0616
2015-01-19 13:00:00,0.0617
2015-01-19 14:00:00,0.0601
2015-01-19 15:00:00,0.0649
2015-01-19 16:00:00,0.0651
2015-01-19 17:00:00,0.0574
2015-01-19 18:00:00,0.048
2015-01-19 19:00:00,0.0336
2015-01-19 20:00:00,0.026
2015-01-19 21:00:00,0.0172
2015-01-19 22:00:00,0.004
2015-01-19 23:00:00,0.0038
2015-01-20 00:00:00,0.0037
2015-01-20 01:00:00,0.0037
2015-01-20 02:00:00,0.0037
2015-01-20 03:00:00,0.0038
2015-01-20 04:00:00,0.0069
2015-01-20 05:00:00,0.0537
2015-01-20 06:00:00,0.1211
2015-01-20 07:00:00,0.3615
2015-01-20 08:00:00,0.4015
2015-01-20 09:00:00,0.3776
2015-01-20 10:00:00,0.0698
2015-01-20 11:00:00,0.0563
2015-01-20 12:00:00,0.0541
2015-01-20 13:00:00,0.0284
2015-01-20 14:00:00,0.0509
2015-01-20 15:00:00,0.0438
2015-01-20 16:00:00,0.0328
2015-01-20 17:00:00,0.0325
2015-01-20 18:00:00,0.0221
2015-01-20 19:00:00,0.0141
2015-01-20 20:00:00,0.0104
2015-01-20 21:00:00,0.0065
2015-01-20 22:00:00,0.0037
2015-01-20 23:00:00,0.0038
2015-01-21 00:00:00,0.0037
2015-01-21 01:00:00,0.0037
2015-01-21 02:00:00,0.0037
2015-01-21 03:00:00,0.0038
2015-01-21 04:00:00,0.0068
2015-01-21 05:00:00,0.0396
2015-01-21 06:00:00,0.0904
2015-01-21 07:00:00,0.3073
2015-01-21 08:00:00,0.2815
2015-01-21 09:00:00,0.0372
2015-01-21 10:00:00,0.0483
2015-01-21 11:00:00,0.0468
2015-01-21 12:00:00,0.0333
2015-01-21 13:00:00,0.0481
2015-01-21 14:00:00,0.0534
2015-01-21 15:00:00,0.0423
2015-01-21 16:00:00,0.0316
2015-01-21 17:00:00,0.0312
2015-01-21 18:00:00,0.023
2015-01-21 19:00:00,0.0173
2015-01-21 20:00:00,0.0093
2015-01-21 21:00:00,0.0047
2015-01-21 22:00:00,0.0038
2015-01-21 23:00:00,0.0037
2015-01-22 00:00:00,0.0037
2015-01-22 01:00:00,0.0037
2015-01-22 02:00:00,0.0037
2015-01-22 03:00:00,0.0037
2015-01-22 04:00:00,0.0063
2015-01-22 05:00:00,0.0396
2015-01-22 06:00:00,0.0981
2015-01-22 07:00:00,0.3297
2015-01-22 08:00:00,0.1985
2015-01-22 09:00:00,0.0592
2015-01-22 10:00:00,0.0525
2015-01-22 11:00:00,0.0544
2015-01-22 12:00:00,0.0552
2015-01-22 13:00:00,0.0536
2015-01-22 14:00:00,0.0575
2015-01-22 15:00:00,0.06
2015-01-22 16:00:00,0.0566
2015-01-22 17:00:00,0.0579
2015-01-22 18:00:00,0.0463
2015-01-22 19:00:00,0.0338
2015-01-22 20:00:00,0.024
2015-01-22 21:00:00,0.0155
2015-01-22 22:00:00,0.0048
2015-01-22 23:00:00,0.0037
2015-01-23 00:00:00,0.0038
2015-01-23 01:00:00,0.0037
2015-01-23 02:00:00,0.0037
2015-01-23 03:00:00,0.0039
2015-01-23 04:00:00,0.01
2015-01-23 05:00:00,0.0475
2015-01-23 06:00:00,0.0734
2015-01-23 07:00:00,0.0697
2015-01-23 08:00:00,0.0599
2015-01-23 09:00:00,0.0548
2015-01-23 10:00:00,0.0609
2015-01-23 11:00:00,0.0612
2015-01-23 12:00:00,0.0586
2015-01-23 13:00:00,0.0563
2015-01-23 14:00:00,0.0601
2015-01-23 15:00:00,0.0611
2015-01-23 16:00:00,0.0579
2015-01-23 17:00:00,0.0635
2015-01-23 18:00:00,0.0506
2015-01-23 19:00:00,0.0375
2015-01-23 20:00:00,0.0274
2015-01-23 21:00:00,0.0236
2015-01-23 22:00:00,0.0138
2015-01-23 23:00:00,0.0045
2015-01-24 00:00:00,0.0044
2015-01-24 01:00:00,0.004
2015-01-24 02:00:00,0.0039
2015-01-24 03:00:00,0.0039
2015-01-24 04:00:00,0.004
2015-01-24 05:00:00,0.0047
2015-01-24 06:00:00,0.0236
2015-01-24 07:00:00,0.0326
2015-01-24 08:00:00,0.0457
2015-01-24 09:00:00,0.0434
2015-01-24 10:00:00,0.0346
2015-01-24 11:00:00,0.0369
2015-01-24 12:00:00,0.0389
2015-01-24 13:00:00,0.0398
2015-01-24 14:00:00,0.0388
2015-01-24 15:00:00,0.0376
2015-01-24 16:00:00,0.0388
2015-01-24 17:00:00,0.0394
2015-01-24 18:00:00,0.032
2015-01-24 19:00:00,0.0225
2015-01-24 20:00:00,0.0145
2015-01-24 21:00:00,0.0172
2015-01-24 22:00:00,0.0126
2015-01-24 23:00:00,0.0048
2015-01-25 00:00:00,0.0032
2015-01-25 01:00:00,0.0022
2015-01-25 02:00:00,0.0016
2015-01-25 03:00:00,0.0011
2015-01-25 04:00:00,0.0011
2015-01-25 05:00:00,0.0016
2015-01-25 06:00:00,0.003
2015-01-25 07:00:00,0.0095
2015-01-25 08:00:00,0.0214
2015-01-25 09:00:00,0.0336
2015-01-25 10:00:00,0.0416
2015-01-25 11:00:00,0.0482
2015-01-25 12:00:00,0.0441
2015-01-25 13:00:00,0.0513
2015-01-25 14:00:00,0.0512
2015-01-25 15:00:00,0.0507
2015-01-25 16:00:00,0.058
2015-01-25 17:00:00,0.0583
2015-01-25 18:00:00,0.0484
2015-01-25 19:00:00,0.0376
2015-01-25 20:00:00,0.0274
2015-01-25 21:00:00,0.0206
2015-01-25 22:00:00,0.0044
2015-01-25 23:00:00,0.0039
2015-01-26 00:00:00,0.0018
2015-01-26 01:00:00,0.0011
2015-01-26 02:00:00,0.0009
2015-01-26 03:00:00,0.001
2015-01-26 04:00:00,0.003
2015-01-26 05:00:00,0.0299
2015-01-26 06:00:00,0.0563
2015-01-26 07:00:00,0.0541
2015-01-26 08:00:00,0.0512
2015-01-26 09:00:00,0.0545
2015-01-26 10:00:00,0.0525
2015-01-26 11:00:00,0.0551
2015-01-26 12:00:00,0.055
2015-01-26 13:00:00,0.0544
2015-01-26 14:00:00,0.0555
2015-01-26 15:00:00,0.0569
2015-01-26 16:00:00,0.0594
2015-01-26 17:00:00,0.056
2015-01-26 18:00:00,0.0445
2015-01-26 19:00:00,0.0309
2015-01-26 20:00:00,0.0221
2015-01-26 21:00:00,0.0137
2015-01-26 22:00:00,0.0045
2015-01-26 23:00:00,0.0029
2015-01-27 00:00:00,0.0037
2015-01-27 01:00:00,0.0037
2015-01-27 02:00:00,0.0038
2015-01-27 03:00:00,0.0042
2015-01-27 04:00:00,0.0079
2015-01-27 05:00:00,0.0524
2015-01-27 06:00:00,0.1236
2015-01-27 07:00:00,0.3652
2015-01-27 08:00:00,0.2726
2015-01-27 09:00:00,0.0577
2015-01-27 10:00:00,0.0531
2015-01-27 11:00:00,0.052
2015-01-27 12:00:00,0.0542
2015-01-27 13:00:00,0.0543
2015-01-27 14:00:00,0.0528
2015-01-27 15:00:00,0.0576
2015-01-27 16:00:00,0.053
2015-01-27 17:00:00,0.0533
2015-01-27 18:00:00,0.0428
2015-01-27 19:00:00,0.028
2015-01-27 20:00:00,0.0171
2015-01-27 21:00:00,0.0134
2015-01-27 22:00:00,0.0047
2015-01-27 23:00:00,0.0043
2015-01-28 00:00:00,0.0037
2015-01-28 01:00:00,0.0037
2015-01-28 02:00:00,0.0037
2015-01-28 03:00:00,0.0042
2015-01-28 04:00:00,0.0098
2015-01-28 05:00:00,0.054
2015-01-28 06:00:00,0.1075
2015-01-28 07:00:00,0.3329
2015-01-28 08:00:00,0.2773
2015-01-28 09:00:00,0.0582
2015-01-28 10:00:00,0.0596
2015-01-28 11:00:00,0.057
2015-01-28 12:00:00,0.0559
2015-01-28 13:00:00,0.0538
2015-01-28 14:00:00,0.0554
2015-01-28 15:00:00,0.0546
2015-01-28 16:00:00,0.0545
2015-01-28 17:00:00,0.0554
2015-01-28 18:00:00,0.0452
2015-01-28 19:00:00,0.031
2015-01-28 20:00:00,0.0215
2015-01-28 21:00:00,0.0096
2015-01-28 22:00:00,0.0051
2015-01-28 23:00:00,0.0031
2015-01-29 00:00:00,0.0021
2015-01-29 01:00:00,0.0015
2015-01-29 02:00:00,0.0013
2015-01-29 03:00:00,0.0014
2015-01-29 04:00:00,0.0035
2015-01-29 05:00:00,0.0395
2015-01-29 06:00:00,0.1167
2015-01-29 07:00:00,0.3846
2015-01-29 08:00:00,0.29
2015-01-29 09:00:00,0.0902
2015-01-29 10:00:00,0.058
2015-01-29 11:00:00,0.0581
2015-01-29 12:00:00,0.0568
2015-01-29 13:00:00,0.0415
2015-01-29 14:00:00,0.0529
2015-01-29 15:00:00,0.0612
2015-01-29 16:00:00,0.0578
2015-01-29 17:00:00,0.0565
2015-01-29 18:00:00,0.0476
2015-01-29 19:00:00,0.0366
2015-01-29 20:00:00,0.0214
2015-01-29 21:00:00,0.0145
2015-01-29 22:00:00,0.0062
2015-01-29 23:00:00,0.0039
2015-01-30 00:00:00,0.0037
2015-01-30 01:00:00,0.0038
2015-01-30 02:00:00,0.0037
2015-01-30 03:00:00,0.0039
2015-01-30 04:00:00,0.0107
2015-01-30 05:00:00,0.0449
2015-01-30 06:00:00,0.0763
2015-01-30 07:00:00,0.1114
2015-01-30 08:00:00,0.0593
2015-01-30 09:00:00,0.0588
2015-01-30 10:00:00,0.0604
2015-01-30 11:00:00,0.0566
2015-01-30 12:00:00,0.0584
2015-01-30 13:00:00,0.0566
2015-01-30 14:00:00,0.058
2015-01-30 15:00:00,0.0619
2015-01-30 16:00:00,0.0582
2015-01-30 17:00:00,0.0595
2015-01-30 18:00:00,0.0522
2015-01-30 19:00:00,0.0362
2015-01-30 20:00:00,0.03
2015-01-30 21:00:00,0.0243
2015-01-30 22:00:00,0.0082
2015-01-30 23:00:00,0.0038
2015-01-31 00:00:00,0.0041
2015-01-31 01:00:00,0.0038
2015-01-31 02:00:00,0.0037
2015-01-31 03:00:00,0.004
2015-01-31 04:00:00,0.0043
2015-01-31 05:00:00,0.0072
2015-01-31 06:00:00,0.0253
2015-01-31 07:00:00,0.0323
2015-01-31 08:00:00,0.0421
2015-01-31 09:00:00,0.0552
2015-01-31 10:00:00,0.0582
2015-01-31 11:00:00,0.0595
2015-01-31 12:00:00,0.0638
2015-01-31 13:00:00,0.0557
2015-01-31 14:00:00,0.0606
2015-01-31 15:00:00,0.0616
2015-01-31 16:00:00,0.0641
2015-01-31 17:00:00,0.065
2015-01-31 18:00:00,0.056
2015-01-31 19:00:00,0.0415
2015-01-31 20:00:00,0.0299
2015-01-31 21:00:00,0.0266
2015-01-31 22:00:00,0.0241
2015-01-31 23:00:00,0.0072
2015-02-01 00:00:00,0.0044
2015-02-01 01:00:00,0.0038
2015-02-01 02:00:00,0.0037
2015-02-01 03:00:00,0.0041
2015-02-01 04:00:00,0.004
2015-02-01 05:00:00,0.0041
2015-02-01 06:00:00,0.0051
2015-02-01 07:00:00,0.0104
2015-02-01 08:00:00,0.0198
2015-02-01 09:00:00,0.0413
2015-02-01 10:00:00,0.0507
2015-02-01 11:00:00,0.0566
2015-02-01 12:00:00,0.0554
2015-02-01 13:00:00,0.0554
2015-02-01 14:00:00,0.0589
2015-02-01 15:00:00,0.0497
2015-02-01 16:00:00,0.0419
2015-02-01 17:00:00,0.0387
2015-02-01 18:00:00,0.0367
2015-02-01 19:00:00,0.041
2015-02-01 20:00:00,0.0407
2015-02-01 21:00:00,0.0246
2015-02-01 22:00:00,0.0066
2015-02-01 23:00:00,0.0039
2015-02-02 00:00:00,0.0037
2015-02-02 01:00:00,0.0037
2015-02-02 02:00:00,0.0038
2015-02-02 03:00:00,0.004
2015-02-02 04:00:00,0.0104
2015-02-02 05:00:00,0.0515
2015-02-02 06:00:00,0.1122
2015-02-02 07:00:00,0.3278
2015-02-02 08:00:00,0.1944
2015-02-02 09:00:00,0.0563
2015-02-02 10:00:00,0.0517
2015-02-02 11:00:00,0.0544
2015-02-02 12:00:00,0.0507
