"date","ts","count","tmin","tmax","pn"
2010-09-26,2010-09-26 22:00:00,16,15.6,22.8,3.8
2010-09-26,2010-09-26 23:00:00,10,15.6,22.8,3.8
2010-09-27,2010-09-27 00:00:00,4,16.7,25,26.2
2010-09-27,2010-09-27 01:00:00,1,16.7,25,26.2
2010-09-27,2010-09-27 02:00:00,0,16.7,25,26.2
2010-09-27,2010-09-27 03:00:00,0,16.7,25,26.2
2010-09-27,2010-09-27 04:00:00,0,16.7,25,26.2
2010-09-27,2010-09-27 05:00:00,0,16.7,25,26.2
2010-09-27,2010-09-27 06:00:00,0,16.7,25,26.2
2010-09-27,2010-09-27 07:00:00,5,16.7,25,26.2
2010-09-27,2010-09-27 08:00:00,13,16.7,25,26.2
2010-09-27,2010-09-27 09:00:00,17,16.7,25,26.2
2010-09-27,2010-09-27 10:00:00,8,16.7,25,26.2
2010-09-27,2010-09-27 11:00:00,5,16.7,25,26.2
2010-09-27,2010-09-27 12:00:00,7,16.7,25,26.2
2010-09-27,2010-09-27 13:00:00,9,16.7,25,26.2
2010-09-27,2010-09-27 14:00:00,13,16.7,25,26.2
2010-09-27,2010-09-27 15:00:00,11,16.7,25,26.2
2010-09-27,2010-09-27 16:00:00,10,16.7,25,26.2
2010-09-27,2010-09-27 17:00:00,24,16.7,25,26.2
2010-09-27,2010-09-27 18:00:00,52,16.7,25,26.2
2010-09-27,2010-09-27 19:00:00,44,16.7,25,26.2
2010-09-27,2010-09-27 20:00:00,25,16.7,25,26.2
2010-09-27,2010-09-27 21:00:00,20,16.7,25,26.2
2010-09-27,2010-09-27 22:00:00,11,16.7,25,26.2
2010-09-27,2010-09-27 23:00:00,8,16.7,25,26.2
2010-09-28,2010-09-28 00:00:00,1,16.7,27.2,0.8
2010-09-28,2010-09-28 01:00:00,0,16.7,27.2,0.8
2010-09-28,2010-09-28 02:00:00,1,16.7,27.2,0.8
2010-09-28,2010-09-28 03:00:00,0,16.7,27.2,0.8
2010-09-28,2010-09-28 04:00:00,0,16.7,27.2,0.8
2010-09-28,2010-09-28 05:00:00,0,16.7,27.2,0.8
2010-09-28,2010-09-28 06:00:00,3,16.7,27.2,0.8
2010-09-28,2010-09-28 07:00:00,7,16.7,27.2,0.8
2010-09-28,2010-09-28 08:00:00,23,16.7,27.2,0.8
2010-09-28,2010-09-28 09:00:00,35,16.7,27.2,0.8
2010-09-28,2010-09-28 10:00:00,20,16.7,27.2,0.8
2010-09-28,2010-09-28 11:00:00,7,16.7,27.2,0.8
2010-09-28,2010-09-28 12:00:00,16,16.7,27.2,0.8
2010-09-28,2010-09-28 13:00:00,23,16.7,27.2,0.8
2010-09-28,2010-09-28 14:00:00,18,16.7,27.2,0.8
2010-09-28,2010-09-28 15:00:00,15,16.7,27.2,0.8
2010-09-28,2010-09-28 16:00:00,26,16.7,27.2,0.8
2010-09-28,2010-09-28 17:00:00,28,16.7,27.2,0.8
2010-09-28,2010-09-28 18:00:00,48,16.7,27.2,0.8
2010-09-28,2010-09-28 19:00:00,37,16.7,27.2,0.8
2010-09-28,2010-09-28 20:00:00,27,16.7,27.2,0.8
2010-09-28,2010-09-28 21:00:00,32,16.7,27.2,0.8
2010-09-28,2010-09-28 22:00:00,24,16.7,27.2,0.8
2010-09-28,2010-09-28 23:00:00,17,16.7,27.2,0.8
2010-09-29,2010-09-29 00:00:00,5,11.7,20,1.8
2010-09-29,2010-09-29 01:00:00,2,11.7,20,1.8
2010-09-29,2010-09-29 02:00:00,0,11.7,20,1.8
2010-09-29,2010-09-29 03:00:00,0,11.7,20,1.8
2010-09-29,2010-09-29 04:00:00,1,11.7,20,1.8
2010-09-29,2010-09-29 05:00:00,0,11.7,20,1.8
2010-09-29,2010-09-29 06:00:00,2,11.7,20,1.8
2010-09-29,2010-09-29 07:00:00,9,11.7,20,1.8
2010-09-29,2010-09-29 08:00:00,45,11.7,20,1.8
2010-09-29,2010-09-29 09:00:00,56,11.7,20,1.8
2010-09-29,2010-09-29 10:00:00,32,11.7,20,1.8
2010-09-29,2010-09-29 11:00:00,16,11.7,20,1.8
2010-09-29,2010-09-29 12:00:00,28,11.7,20,1.8
2010-09-29,2010-09-29 13:00:00,26,11.7,20,1.8
2010-09-29,2010-09-29 14:00:00,5,11.7,20,1.8
2010-09-29,2010-09-29 15:00:00,4,11.7,20,1.8
2010-09-29,2010-09-29 16:00:00,12,11.7,20,1.8
2010-09-29,2010-09-29 17:00:00,21,11.7,20,1.8
2010-09-29,2010-09-29 18:00:00,31,11.7,20,1.8
2010-09-29,2010-09-29 19:00:00,38,11.7,20,1.8
2010-09-29,2010-09-29 20:00:00,34,11.7,20,1.8
2010-09-29,2010-09-29 21:00:00,23,11.7,20,1.8
2010-09-29,2010-09-29 22:00:00,21,11.7,20,1.8
2010-09-29,2010-09-29 23:00:00,14,11.7,20,1.8
2010-09-30,2010-09-30 00:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 01:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 02:00:00,1,17.8,25.6,152.9
2010-09-30,2010-09-30 03:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 04:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 05:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 06:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 07:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 08:00:00,8,17.8,25.6,152.9
2010-09-30,2010-09-30 09:00:00,11,17.8,25.6,152.9
2010-09-30,2010-09-30 10:00:00,7,17.8,25.6,152.9
2010-09-30,2010-09-30 11:00:00,1,17.8,25.6,152.9
2010-09-30,2010-09-30 12:00:00,1,17.8,25.6,152.9
2010-09-30,2010-09-30 13:00:00,4,17.8,25.6,152.9
2010-09-30,2010-09-30 14:00:00,9,17.8,25.6,152.9
2010-09-30,2010-09-30 15:00:00,7,17.8,25.6,152.9
2010-09-30,2010-09-30 16:00:00,18,17.8,25.6,152.9
2010-09-30,2010-09-30 17:00:00,29,17.8,25.6,152.9
2010-09-30,2010-09-30 18:00:00,33,17.8,25.6,152.9
2010-09-30,2010-09-30 19:00:00,16,17.8,25.6,152.9
2010-09-30,2010-09-30 20:00:00,10,17.8,25.6,152.9
2010-09-30,2010-09-30 21:00:00,0,17.8,25.6,152.9
2010-09-30,2010-09-30 22:00:00,1,17.8,25.6,152.9
2010-09-30,2010-09-30 23:00:00,2,17.8,25.6,152.9
2010-10-01,2010-10-01 00:00:00,1,11.7,22.8,0.5
2010-10-01,2010-10-01 01:00:00,4,11.7,22.8,0.5
2010-10-01,2010-10-01 02:00:00,5,11.7,22.8,0.5
2010-10-01,2010-10-01 03:00:00,3,11.7,22.8,0.5
2010-10-01,2010-10-01 04:00:00,1,11.7,22.8,0.5
2010-10-01,2010-10-01 05:00:00,0,11.7,22.8,0.5
2010-10-01,2010-10-01 06:00:00,0,11.7,22.8,0.5
2010-10-01,2010-10-01 07:00:00,11,11.7,22.8,0.5
2010-10-01,2010-10-01 08:00:00,24,11.7,22.8,0.5
2010-10-01,2010-10-01 09:00:00,49,11.7,22.8,0.5
2010-10-01,2010-10-01 10:00:00,20,11.7,22.8,0.5
2010-10-01,2010-10-01 11:00:00,22,11.7,22.8,0.5
2010-10-01,2010-10-01 12:00:00,32,11.7,22.8,0.5
2010-10-01,2010-10-01 13:00:00,24,11.7,22.8,0.5
2010-10-01,2010-10-01 14:00:00,29,11.7,22.8,0.5
2010-10-01,2010-10-01 15:00:00,26,11.7,22.8,0.5
2010-10-01,2010-10-01 16:00:00,31,11.7,22.8,0.5
2010-10-01,2010-10-01 17:00:00,43,11.7,22.8,0.5
2010-10-01,2010-10-01 18:00:00,75,11.7,22.8,0.5
2010-10-01,2010-10-01 19:00:00,54,11.7,22.8,0.5
2010-10-01,2010-10-01 20:00:00,55,11.7,22.8,0.5
2010-10-01,2010-10-01 21:00:00,24,11.7,22.8,0.5
2010-10-01,2010-10-01 22:00:00,19,11.7,22.8,0.5
2010-10-01,2010-10-01 23:00:00,16,11.7,22.8,0.5
2010-10-02,2010-10-02 00:00:00,17,7.8,21.1,0
2010-10-02,2010-10-02 01:00:00,6,7.8,21.1,0
2010-10-02,2010-10-02 02:00:00,11,7.8,21.1,0
2010-10-02,2010-10-02 03:00:00,1,7.8,21.1,0
2010-10-02,2010-10-02 04:00:00,2,7.8,21.1,0
2010-10-02,2010-10-02 05:00:00,1,7.8,21.1,0
2010-10-02,2010-10-02 06:00:00,1,7.8,21.1,0
2010-10-02,2010-10-02 07:00:00,2,7.8,21.1,0
2010-10-02,2010-10-02 08:00:00,13,7.8,21.1,0
2010-10-02,2010-10-02 09:00:00,25,7.8,21.1,0
2010-10-02,2010-10-02 10:00:00,32,7.8,21.1,0
2010-10-02,2010-10-02 11:00:00,56,7.8,21.1,0
2010-10-02,2010-10-02 12:00:00,75,7.8,21.1,0
2010-10-02,2010-10-02 13:00:00,77,7.8,21.1,0
2010-10-02,2010-10-02 14:00:00,82,7.8,21.1,0
2010-10-02,2010-10-02 15:00:00,84,7.8,21.1,0
2010-10-02,2010-10-02 16:00:00,82,7.8,21.1,0
2010-10-02,2010-10-02 17:00:00,67,7.8,21.1,0
2010-10-02,2010-10-02 18:00:00,63,7.8,21.1,0
2010-10-02,2010-10-02 19:00:00,42,7.8,21.1,0
2010-10-02,2010-10-02 20:00:00,41,7.8,21.1,0
2010-10-02,2010-10-02 21:00:00,18,7.8,21.1,0
2010-10-02,2010-10-02 22:00:00,27,7.8,21.1,0
2010-10-02,2010-10-02 23:00:00,21,7.8,21.1,0
2010-10-03,2010-10-03 00:00:00,11,7.8,17.8,6.6
2010-10-03,2010-10-03 01:00:00,19,7.8,17.8,6.6
2010-10-03,2010-10-03 02:00:00,11,7.8,17.8,6.6
2010-10-03,2010-10-03 03:00:00,11,7.8,17.8,6.6
2010-10-03,2010-10-03 04:00:00,1,7.8,17.8,6.6
2010-10-03,2010-10-03 05:00:00,1,7.8,17.8,6.6
2010-10-03,2010-10-03 06:00:00,1,7.8,17.8,6.6
2010-10-03,2010-10-03 07:00:00,1,7.8,17.8,6.6
2010-10-03,2010-10-03 08:00:00,6,7.8,17.8,6.6
2010-10-03,2010-10-03 09:00:00,26,7.8,17.8,6.6
2010-10-03,2010-10-03 10:00:00,23,7.8,17.8,6.6
2010-10-03,2010-10-03 11:00:00,36,7.8,17.8,6.6
2010-10-03,2010-10-03 12:00:00,52,7.8,17.8,6.6
2010-10-03,2010-10-03 13:00:00,56,7.8,17.8,6.6
2010-10-03,2010-10-03 14:00:00,64,7.8,17.8,6.6
2010-10-03,2010-10-03 15:00:00,56,7.8,17.8,6.6
2010-10-03,2010-10-03 16:00:00,57,7.8,17.8,6.6
2010-10-03,2010-10-03 17:00:00,38,7.8,17.8,6.6
2010-10-03,2010-10-03 18:00:00,23,7.8,17.8,6.6
2010-10-03,2010-10-03 19:00:00,5,7.8,17.8,6.6
2010-10-03,2010-10-03 20:00:00,2,7.8,17.8,6.6
2010-10-03,2010-10-03 21:00:00,6,7.8,17.8,6.6
2010-10-03,2010-10-03 22:00:00,2,7.8,17.8,6.6
2010-10-03,2010-10-03 23:00:00,1,7.8,17.8,6.6
2010-10-04,2010-10-04 00:00:00,1,10,12.2,15.7
2010-10-04,2010-10-04 01:00:00,1,10,12.2,15.7
2010-10-04,2010-10-04 02:00:00,1,10,12.2,15.7
2010-10-04,2010-10-04 03:00:00,0,10,12.2,15.7
2010-10-04,2010-10-04 04:00:00,0,10,12.2,15.7
2010-10-04,2010-10-04 05:00:00,0,10,12.2,15.7
2010-10-04,2010-10-04 06:00:00,0,10,12.2,15.7
2010-10-04,2010-10-04 07:00:00,3,10,12.2,15.7
2010-10-04,2010-10-04 08:00:00,7,10,12.2,15.7
2010-10-04,2010-10-04 09:00:00,13,10,12.2,15.7
2010-10-04,2010-10-04 10:00:00,5,10,12.2,15.7
2010-10-04,2010-10-04 11:00:00,6,10,12.2,15.7
2010-10-04,2010-10-04 12:00:00,11,10,12.2,15.7
2010-10-04,2010-10-04 13:00:00,18,10,12.2,15.7
2010-10-04,2010-10-04 14:00:00,18,10,12.2,15.7
2010-10-04,2010-10-04 15:00:00,13,10,12.2,15.7
2010-10-04,2010-10-04 16:00:00,21,10,12.2,15.7
2010-10-04,2010-10-04 17:00:00,31,10,12.2,15.7
2010-10-04,2010-10-04 18:00:00,57,10,12.2,15.7
2010-10-04,2010-10-04 19:00:00,48,10,12.2,15.7
2010-10-04,2010-10-04 20:00:00,20,10,12.2,15.7
2010-10-04,2010-10-04 21:00:00,27,10,12.2,15.7
2010-10-04,2010-10-04 22:00:00,16,10,12.2,15.7
2010-10-04,2010-10-04 23:00:00,7,10,12.2,15.7
2010-10-05,2010-10-05 00:00:00,2,10,15.6,0
2010-10-05,2010-10-05 01:00:00,3,10,15.6,0
2010-10-05,2010-10-05 02:00:00,1,10,15.6,0
2010-10-05,2010-10-05 03:00:00,0,10,15.6,0
2010-10-05,2010-10-05 04:00:00,0,10,15.6,0
2010-10-05,2010-10-05 05:00:00,0,10,15.6,0
2010-10-05,2010-10-05 06:00:00,1,10,15.6,0
2010-10-05,2010-10-05 07:00:00,15,10,15.6,0
2010-10-05,2010-10-05 08:00:00,34,10,15.6,0
2010-10-05,2010-10-05 09:00:00,63,10,15.6,0
2010-10-05,2010-10-05 10:00:00,21,10,15.6,0
2010-10-05,2010-10-05 11:00:00,19,10,15.6,0
2010-10-05,2010-10-05 12:00:00,23,10,15.6,0
2010-10-05,2010-10-05 13:00:00,18,10,15.6,0
2010-10-05,2010-10-05 14:00:00,23,10,15.6,0
2010-10-05,2010-10-05 15:00:00,28,10,15.6,0
2010-10-05,2010-10-05 16:00:00,31,10,15.6,0
2010-10-05,2010-10-05 17:00:00,61,10,15.6,0
2010-10-05,2010-10-05 18:00:00,85,10,15.6,0
2010-10-05,2010-10-05 19:00:00,67,10,15.6,0
2010-10-05,2010-10-05 20:00:00,50,10,15.6,0
2010-10-05,2010-10-05 21:00:00,38,10,15.6,0
2010-10-05,2010-10-05 22:00:00,22,10,15.6,0
2010-10-05,2010-10-05 23:00:00,16,10,15.6,0
2010-10-06,2010-10-06 00:00:00,8,9.4,15.6,0.5
2010-10-06,2010-10-06 01:00:00,3,9.4,15.6,0.5
2010-10-06,2010-10-06 02:00:00,0,9.4,15.6,0.5
2010-10-06,2010-10-06 03:00:00,0,9.4,15.6,0.5
2010-10-06,2010-10-06 04:00:00,0,9.4,15.6,0.5
2010-10-06,2010-10-06 05:00:00,0,9.4,15.6,0.5
2010-10-06,2010-10-06 06:00:00,3,9.4,15.6,0.5
2010-10-06,2010-10-06 07:00:00,13,9.4,15.6,0.5
2010-10-06,2010-10-06 08:00:00,38,9.4,15.6,0.5
2010-10-06,2010-10-06 09:00:00,71,9.4,15.6,0.5
2010-10-06,2010-10-06 10:00:00,40,9.4,15.6,0.5
2010-10-06,2010-10-06 11:00:00,21,9.4,15.6,0.5
2010-10-06,2010-10-06 12:00:00,37,9.4,15.6,0.5
2010-10-06,2010-10-06 13:00:00,28,9.4,15.6,0.5
2010-10-06,2010-10-06 14:00:00,22,9.4,15.6,0.5
2010-10-06,2010-10-06 15:00:00,19,9.4,15.6,0.5
2010-10-06,2010-10-06 16:00:00,24,9.4,15.6,0.5
2010-10-06,2010-10-06 17:00:00,67,9.4,15.6,0.5
2010-10-06,2010-10-06 18:00:00,97,9.4,15.6,0.5
2010-10-06,2010-10-06 19:00:00,73,9.4,15.6,0.5
2010-10-06,2010-10-06 20:00:00,39,9.4,15.6,0.5
2010-10-06,2010-10-06 21:00:00,30,9.4,15.6,0.5
2010-10-06,2010-10-06 22:00:00,20,9.4,15.6,0.5
2010-10-06,2010-10-06 23:00:00,8,9.4,15.6,0.5
2010-10-07,2010-10-07 00:00:00,14,10,23.3,0
2010-10-07,2010-10-07 01:00:00,5,10,23.3,0
2010-10-07,2010-10-07 02:00:00,1,10,23.3,0
2010-10-07,2010-10-07 03:00:00,0,10,23.3,0
2010-10-07,2010-10-07 04:00:00,1,10,23.3,0
2010-10-07,2010-10-07 05:00:00,1,10,23.3,0
2010-10-07,2010-10-07 06:00:00,7,10,23.3,0
2010-10-07,2010-10-07 07:00:00,18,10,23.3,0
2010-10-07,2010-10-07 08:00:00,60,10,23.3,0
2010-10-07,2010-10-07 09:00:00,84,10,23.3,0
2010-10-07,2010-10-07 10:00:00,42,10,23.3,0
2010-10-07,2010-10-07 11:00:00,27,10,23.3,0
2010-10-07,2010-10-07 12:00:00,26,10,23.3,0
2010-10-07,2010-10-07 13:00:00,43,10,23.3,0
2010-10-07,2010-10-07 14:00:00,40,10,23.3,0
2010-10-07,2010-10-07 15:00:00,29,10,23.3,0
2010-10-07,2010-10-07 16:00:00,51,10,23.3,0
2010-10-07,2010-10-07 17:00:00,60,10,23.3,0
2010-10-07,2010-10-07 18:00:00,105,10,23.3,0
2010-10-07,2010-10-07 19:00:00,86,10,23.3,0
2010-10-07,2010-10-07 20:00:00,67,10,23.3,0
2010-10-07,2010-10-07 21:00:00,45,10,23.3,0
2010-10-07,2010-10-07 22:00:00,32,10,23.3,0
2010-10-07,2010-10-07 23:00:00,20,10,23.3,0
2010-10-08,2010-10-08 00:00:00,19,6.7,24.4,0
2010-10-08,2010-10-08 01:00:00,9,6.7,24.4,0
2010-10-08,2010-10-08 02:00:00,8,6.7,24.4,0
2010-10-08,2010-10-08 03:00:00,0,6.7,24.4,0
2010-10-08,2010-10-08 04:00:00,0,6.7,24.4,0
2010-10-08,2010-10-08 05:00:00,0,6.7,24.4,0
2010-10-08,2010-10-08 06:00:00,0,6.7,24.4,0
2010-10-08,2010-10-08 07:00:00,14,6.7,24.4,0
2010-10-08,2010-10-08 08:00:00,50,6.7,24.4,0
2010-10-08,2010-10-08 09:00:00,91,6.7,24.4,0
2010-10-08,2010-10-08 10:00:00,45,6.7,24.4,0
2010-10-08,2010-10-08 11:00:00,36,6.7,24.4,0
2010-10-08,2010-10-08 12:00:00,52,6.7,24.4,0
