date,ISE,ISE,SP,DAX,FTSE,NIKKEI,BOVESPA,EU,EM
20-Feb-09,-0.03584061,-0.04977568,-0.011478573,-0.048746751,-0.032706045,-0.018869228,-0.025879448,-0.037924005,-0.027294442
23-Feb-09,0.017303168,0.029566248,-0.035315356,-0.019673359,-0.009922818,-0.00543789,-0.012554261,-0.012159595,0.00967787
24-Feb-09,0.001725406,-0.004151655,0.039320053,-0.010393087,-0.00894738,-0.01469498,0,-0.009447032,-0.011881112
25-Feb-09,0.004975853,0.010197804,-0.010715038,-0.012797967,0.008505804,0.026160742,0,-0.000994183,0.006099364
26-Feb-09,0.000671759,-0.000812008,-0.015905668,0.024757229,0.0171552,-0.000441044,-0.001361043,0.020902648,-0.002331164
27-Feb-09,-0.005891895,-0.009518451,-0.023846498,-0.025399626,-0.022077662,0.014706431,7.86E-05,-0.018261438,-0.006150131
2-Mar-09,-0.013689039,-0.031323951,-0.047741863,-0.035395107,-0.054815959,-0.038832861,-0.052364888,-0.048816774,-0.035364882
3-Mar-09,0.002192959,0.004122949,-0.006427392,-0.005229183,-0.031860804,-0.006951158,0.006409661,-0.020299096,0.001290307
4-Mar-09,0.007913215,0.00272274,0.02347539,0.052829213,0.037389099,0.008434917,0.051674378,0.03654846,0.030311506
5-Mar-09,-0.03852223,-0.043381574,-0.043463291,-0.051537616,-0.032333707,0.019360241,-0.027268058,-0.037465203,-0.008671838
6-Mar-09,0.007958798,-0.019234871,0.001215289,-0.007900176,0.00022661,-0.035657548,-0.007089752,-0.01117204,-0.002097647
9-Mar-09,-0.007133473,-0.016436982,-0.010074281,0.006963461,0.003308312,-0.012212678,-0.009858434,-0.000177944,-0.005558364
10-Mar-09,0.011234009,0.021882653,0.06171871,0.051456064,0.047628049,-0.00439149,0.054398075,0.050459269,0.024909954
11-Mar-09,-0.001410361,0.024432446,0.002442817,0.006952911,-0.005776774,0.044514005,0.000257732,0.003950464,0.01281572
12-Mar-09,0.010974424,0.002741911,0.039921068,0.010703606,0.004942016,-0.024409814,0.008902402,0.009801191,0.005419475
13-Mar-09,0.003213253,0.034066676,0.007709238,-0.000662468,0.011144266,0.05026001,-0.003505319,0.006193885,0.018689238
16-Mar-09,0.000214245,0.005609476,-0.003522156,0.022741267,0.028960896,0.017661194,-0.01051258,0.026677664,0.010253879
17-Mar-09,-0.00711875,-0.013630133,0.031634285,-0.014135646,-0.001787311,0.031303344,0.023145507,-0.005683706,0.002688691
18-Mar-09,0.001891803,-0.000881369,0.020643416,0.00214176,-0.013599614,0.002894238,0.015844054,-0.004204775,0.006012506
19-Mar-09,0.019874248,0.030888693,-0.013064131,0.011726823,0.003122584,-0.003293103,0.007717639,0.00702835,0.009847274
20-Mar-09,0.002918699,-0.000951721,-0.019967428,0.006232608,0.006788715,0.033362642,-0.009363155,0.003375003,-0.006654352
23-Mar-09,0.035968063,0.051330657,0.06836638,0.026109079,0.028196899,0,0.057290099,0.028379434,0.044121571
24-Mar-09,0.003298424,0.011893995,-0.020626376,0.002628016,-0.010503256,0.032662479,-0.022952804,-0.003923899,0.002296045
25-Mar-09,0.021165071,0.014858013,0.00958032,0.008543981,-0.002867459,-0.000979474,0.007757469,0.007125859,0.008309652
26-Mar-09,-0.004968387,0.00054608,0.023052626,0.008506817,0.006363832,0.018268453,0.018723588,0.004564397,0.016417645
27-Mar-09,0.011247875,0.006408036,-0.020524738,-0.013191856,-0.006722843,-0.001084381,-0.016143127,-0.013192092,-0.006730861
30-Mar-09,-0.021780194,-0.040576634,-0.035439358,-0.052331177,-0.035504525,-0.04636884,-0.030380243,-0.039575426,-0.038564463
31-Mar-09,0.024406595,0.036216524,0.013044212,0.023664745,0.04245663,-0.015484589,0.006692924,0.033905256,0.007834221
1-Apr-09,0.006913411,0.019586989,0.016421016,0.011273478,0.00748573,0.029450342,0.025332468,0.013131002,0.015339491
2-Apr-09,0.031401768,0.052522395,0.028322241,0.058950531,0.041933723,0.043103753,0.041073535,0.046299865,0.038506193
3-Apr-09,-0.005247358,0.010895898,0.009684728,0.000700361,-0.023374088,0.003441406,0.014865185,-0.013565922,0.004311521
6-Apr-09,0.000735712,0.018613487,-0.008367252,-0.008055179,-0.009023892,0.012277689,-0.005058842,-0.00663938,0.004191931
7-Apr-09,-0.010297613,-0.035028186,-0.024143678,-0.006298227,-0.015901395,-0.002835377,-0.007773473,-0.010973461,-0.005565862
8-Apr-09,0.047238893,0.046046123,0.011714575,0.008160941,-0.001272913,-0.027295924,0.008113036,0.00457624,-0.007501084
9-Apr-09,0.03177774,0.05155751,0.037347061,0.030107235,0.014717304,0.036672343,0.030251635,0.020350247,0.027695855
10-Apr-09,0.010170736,0.014648571,0.002530186,0,0.001329537,0.005374682,0.009898367,0,0.005385996
13-Apr-09,-0.013661316,-0.018458136,0,0,0,-0.004436367,0,0,0.005879636
14-Apr-09,-0.010111415,-0.009219812,-0.02026854,0.014564593,0,-0.009202462,-0.012558966,0.010410568,0.007414113
15-Apr-09,0.0057888,-0.007271922,0.012470933,-0.001585629,-0.005177582,-0.011341193,-0.003197674,-0.00569206,0.00271128
16-Apr-09,0.041454961,0.037113921,0.015419321,0.013029635,0.021094357,0.001405858,0.016473899,0.019679181,0.00243869
17-Apr-09,-0.002617982,-0.006440886,0.004957068,0.014511955,0.009771985,0.017247937,-0.005381101,0.015000818,-0.005525922
20-Apr-09,-0.030954776,-0.043561684,-0.043732255,-0.04159436,-0.025212563,0.001925716,-0.02982119,-0.033145055,-0.008357848
21-Apr-09,0.004548211,-0.013976351,0.021029382,0.003411245,-0.000852301,-0.024203839,0.010188062,0.000107111,-0.007276574
22-Apr-09,0.009655946,0.017986713,-0.007711286,0.02040297,0.01077559,0.001831566,0,0.014246565,-0.000966672
24-Apr-09,0.024517037,0.041463716,0.026531285,0.017241174,0.030613015,-0.002215049,0.041114235,0.019732664,0.022915147
27-Apr-09,-0.004162916,-0.00776554,-0.010117621,0.004216312,0.002643279,0.002105043,-0.020564056,0.001193826,-0.01873672
28-Apr-09,-0.012367953,-0.021244475,-0.002744255,-0.018631963,-0.017087813,-0.027013084,2.18E-05,-0.016191973,-0.013223984
29-Apr-09,0.05198032,0.073005406,0.021379806,0.020864204,0.022496725,0.038624986,0.030223262,0.021224456,0.025812429
30-Apr-09,0.029022746,0.040498015,-0.0009505,0.013698743,0.012830266,0,0.001333094,0.013364378,0.016444765
4-May-09,0.016261076,0.015619342,0.038689132,0.027504086,0.021724277,0.061229315,0.06379152,0.015641377,0.047804531
5-May-09,0.025882269,0.042492156,-0.003798927,-0.010131828,0,0,0.005243643,0.004722386,0.004035826
6-May-09,0.021061108,0.015539992,0.017254573,0.005687449,0.013648963,0,0.016228371,0.012728662,0.011737376
7-May-09,-0.026273031,-0.01169267,-0.013290323,-0.015820981,0.000500273,0,-0.028380057,-0.005234116,-0.00246741
8-May-09,-0.001123867,-0.005918252,0.02378394,0.022598204,0.014310465,0.005008903,0.026378015,0.016838852,0.010330863
11-May-09,-0.018541411,-0.018413175,-0.0217472,-0.009608685,-0.005979158,0.002028086,-0.008205415,-0.011834648,-0.005579355
12-May-09,0.025756738,0.020467942,-0.000979319,-0.00263347,-0.002257083,-0.016359317,-0.012833092,-0.004118204,-0.002245018
13-May-09,-0.006508992,-0.000703323,-0.027263206,-0.026405979,-0.021492451,0.004493787,-0.033274117,-0.02444295,-0.010673606
14-May-09,0.008070571,-0.008364512,0.010298404,0.002294509,0.007177395,-0.026773548,0.015633439,0.004393536,-0.011305019
15-May-09,0.011703446,0.019054811,-0.011475674,-0.000204728,-0.003329242,0.018660853,-0.00891802,0.002504001,0.008160491
18-May-09,0.00540756,0.008294571,0.029936576,0.023873177,0.022378302,-0.024731766,0.048899958,0.021345107,0.027348038
20-May-09,0.042840743,0.06128487,-0.006882962,0.037812995,0.004913133,0.033288664,-0.004245051,0.01755585,0.023405287
21-May-09,-0.011999815,-0.012065934,-0.01689961,-0.027823812,-0.027889576,-0.008650804,-0.022856559,-0.020868958,-0.017031881
22-May-09,0.008430531,0.008559532,-0.001498313,0.003682503,0.004546089,-0.004147121,0.009557472,-0.000809664,0.00213008
25-May-09,0.011166484,0.002812079,0.025962189,-6.10E-05,0.010573187,0.013050445,0.0048923,0.00163058,0.000841483
26-May-09,-0.015572642,-0.022049112,0,0.013560317,0,-0.003879345,0.019970076,0.00693029,-0.005331499
27-May-09,0.008801231,0.006089365,-0.019153403,0.003038143,0.001019495,0.013649584,-0.000945645,0.003596128,0.016360679
28-May-09,-0.004209168,-0.00946971,0.015301234,-0.013668905,-0.006520009,0.001336146,0.023829502,-0.009320093,0.008582894
29-May-09,-0.000514681,0.01745131,0.013483449,0.001608313,0.006904881,0.007495599,0.002955602,0.002727525,0.007760751
1-Jun-09,0.028131284,0.036775968,0.025489965,0.040019701,0.019789756,0.016172017,0.023922986,0.022988538,0.029978301
2-Jun-09,-0.007792426,-0.010423561,0.001981342,0.000291641,-0.006501047,0.00274068,-0.008959741,0.000450926,-0.006630541
3-Jun-09,-0.022362446,-0.020392771,-0.013834487,-0.01755778,-0.0211285,0.003842444,-0.036068649,-0.019199926,-0.013026704
4-Jun-09,-0.019171953,-0.026503017,0.011418207,0.002029779,0.000798148,-0.007491806,0.026093133,0.001198657,-0.001283652
5-Jun-09,0.013947094,0.014207147,-0.002517863,0.002411795,0.011716184,0.010192006,-0.002303264,0.006255363,0.007195201
8-Jun-09,-0.032005875,-0.043297074,-0.001011052,-0.014344978,-0.00755335,0.009944239,0.005403347,-0.010088166,-0.010536916
9-Jun-09,0.004478365,0.006670686,0.003497083,-0.001371646,-9.08E-05,-0.008020417,-0.008858814,0.002247523,-0.005148888
10-Jun-09,0.017089104,0.02671333,-0.003486435,0.010612059,0.00723854,0.020697148,0.004766918,0.009563579,0.019623396
11-Jun-09,0.00967985,0.006414361,0.006093308,0.011041178,0.005641288,-0.001017383,0.002748462,0.007607936,0.002888594
12-Jun-09,0.002670961,0.008682443,0.001396013,-0.007472152,-0.004469959,0.015359336,0,-0.003360153,-0.002180222
15-Jun-09,-0.003623787,-0.010935365,-0.024055536,-0.036010872,-0.026461398,-0.009531439,-0.028867828,-0.026607747,-0.021109333
16-Jun-09,-0.004441286,-0.004115531,-0.012801901,0.000159498,0.000600837,-0.028981619,-0.016040638,-0.001898177,-0.009452694
17-Jun-09,0.001688065,-0.002397706,-0.00138258,-0.018727781,-0.011641683,0.008979463,-0.003129526,-0.017037019,-0.013276347
18-Jun-09,0.031866012,0.024440981,0.008375844,0.007782173,0.000560787,-0.014032772,-0.002805326,0.006532695,-0.009827668
19-Jun-09,0.002917994,0.009371344,0.003109374,0.00040922,0.015069604,0.008470044,0.009210347,0.010530485,0.007504972
22-Jun-09,-0.011589253,-0.014240564,-0.031078361,-0.030645878,-0.026085699,0.00408005,-0.037260554,-0.028450775,-0.011895017
23-Jun-09,-0.014168795,-0.024762184,0.002304071,0.002925363,-0.00094518,-0.028559096,0.006424415,-0.000397087,-0.014676581
24-Jun-09,0.024046363,0.032322169,0.006503219,0.027007371,0.011751017,0.00425394,-0.002854675,0.021006006,0.016991546
25-Jun-09,0.015786402,0.020041017,0.021217576,-0.007357423,-0.006422449,0.021228049,0.036431633,-0.006491876,0.013359036
26-Jun-09,0.011719598,0.02094488,-0.001478936,-0.005030798,-0.00273147,0.008266001,-0.000563101,-0.002434553,0.009896025
29-Jun-09,0.002315584,0.004539175,0.009024344,0.022485929,0.012419609,-0.00955408,0.012584123,0.01610096,0.003009271
30-Jun-09,0.002929655,0.006462161,-0.008567381,-0.015773409,-0.01048797,0.017726206,-0.012992085,-0.009756314,-0.006932094
1-Jul-09,0.007996801,0.008066865,0.004352434,0.019930494,0.021304896,-0.001860454,0.001533847,0.018996966,0.01104966
2-Jul-09,-0.005590715,-0.002963695,-0.029577647,-0.03885596,-0.0248176,-0.006437219,-0.010120103,-0.026148902,-0.004837023
3-Jul-09,-0.006518816,-0.011508276,0.002562476,-0.00218104,0.000472222,-0.006101921,-0.001765399,-0.000129804,0.000864074
6-Jul-09,-0.00105307,-0.009724852,0,-0.012049252,-0.009820745,-0.013869065,-0.006164046,-0.01052673,-0.013954751
7-Jul-09,0.012265455,0.017404655,-0.019879851,-0.011595793,-0.001885015,-0.0034229,-0.023282659,-0.005062892,-0.002388698
8-Jul-09,-0.001519732,-0.0098359,-0.001669895,-0.005569842,-0.011240391,-0.02381417,-0.005657236,-0.011370978,-0.007945176
9-Jul-09,-0.004539036,-0.001230056,0.003540952,0.012479081,0.00445843,-0.013862056,0.000873993,0.005713551,0.003546083
10-Jul-09,-0.005617343,-0.008927347,-0.004029952,-0.01167899,-0.007603314,-0.000406925,0,-0.010951065,-0.003456886
13-Jul-09,0.006074147,0.003941595,0.024627968,0.031411443,0.017985189,-0.025844501,-0.000691001,0.020103773,-0.013401351
14-Jul-09,-0.008232237,0.001961398,0.00530194,0.012489601,0.008436269,0.023098273,-0.006404264,0.00981059,0.016832183
15-Jul-09,0.032511512,0.036041524,0.029199472,0.030228467,0.025350254,0.000802976,0.048407174,0.027037465,0.027435226
16-Jul-09,0.006370441,0.010105514,0.008604637,0.00581654,0.003513893,0.008049079,0.01203328,0.004621884,0.006022186
17-Jul-09,-0.011323604,-0.009281959,-0.000382751,0.004269506,0.006171025,0.005460144,0.002961825,0.006393209,0.010282347
20-Jul-09,0.013780465,0.024767693,0.011366703,0.01034125,0.012409018,0.026955527,0.020584797,0.010856959,0.023092409
21-Jul-09,-0.006357127,-0.005420251,0.003620702,0.012607683,0.008426009,0,0.001485116,0.00790874,0.001526131
22-Jul-09,0.004758472,0.009434319,-0.000534409,0.005401593,0.002785548,0.007343449,-0.003028966,0.002757225,-0.004710116
23-Jul-09,0.018495281,0.027708479,0.023022629,0.024250767,0.014602347,0.007151049,0.021916235,0.018131092,0.016398626
24-Jul-09,0.012603659,0.01469961,0.003037511,-0.003420947,0.003677601,0.015362945,0.00382684,0.000477297,0.003712147
27-Jul-09,0.011235934,0.015375231,0.002977407,0.004234371,0.002073625,0.014387358,0.001687981,0.003589901,0.009279397
28-Jul-09,0.004036218,0.008396005,-0.00260985,-0.014734175,-0.012572986,-0.000138779,-0.001412572,-0.009714293,0.003495323
29-Jul-09,0.009330697,-0.000453061,-0.004573436,0.018301985,0.004120628,0.002572215,-0.01362225,0.00679058,-0.013102375
30-Jul-09,0.043744798,0.04563733,0.011825409,0.01699602,0.018324749,0.00512565,0.013732392,0.020259518,0.010000404
31-Jul-09,0.010826132,0.016193889,0.000739529,-0.005334443,-0.005021656,0.018675099,0.005272613,-0.002400819,0.010755726
3-Aug-09,0.045219554,0.050339385,0.015225583,0.017606197,0.01595143,-0.000421067,0.022246412,0.013411189,0.016159052
4-Aug-09,0.001853539,0.005901211,0.003007551,-0.001813006,-0.002373343,0.002174891,0.000714056,-0.002555235,-0.003348635
5-Aug-09,-0.017993859,-0.016477754,-0.002917791,-0.011886829,-0.005215443,-0.011875526,0.006155398,-0.006186667,-0.004860192
6-Aug-09,-0.001445482,-0.007075515,-0.005640579,0.003165165,0.009295817,0.013135453,-0.011218338,0.007141904,0.001624173
7-Aug-09,0.021028135,0.012236363,0.013349737,0.016434111,0.008724225,0.002307673,0.01026016,0.01108049,-0.002621474
10-Aug-09,-0.001832467,0.004289841,-0.003350552,-0.007509404,-0.001988619,0.010715437,0.008837102,-0.003177243,0.00419627
11-Aug-09,-0.02278477,-0.036549776,-0.012740935,-0.02472302,-0.010837387,0.005798293,-0.018989655,-0.013443727,-0.006116571
12-Aug-09,0.004813828,-0.00436774,0.011459209,0.012087512,0.009693198,-0.014315821,0.014722248,0.010512515,-0.006397762
13-Aug-09,0.013453937,0.033335747,0.006856468,0.009491105,0.008171239,0.007845521,0.00809607,0.007872083,0.013275554
14-Aug-09,-0.004084155,-0.007142277,-0.008567996,-0.017180275,-0.008765038,0.007591021,-0.007212881,-0.008324871,-0.001426894
17-Aug-09,-0.000271351,-0.017895879,-0.024559914,-0.02045602,-0.014745432,-0.031510413,-0.025391151,-0.01925327,-0.02977241
18-Aug-09,-0.001299983,0.006328676,0.010094531,0.009400826,0.008745287,0.001590965,0.009570486,0.009641885,0.002853029
19-Aug-09,0.031414816,0.027861466,0.006837444,-0.003579228,0.000831956,-0.007902834,0.007274059,-4.21E-05,-0.003350004
20-Aug-09,0.019757306,0.026608014,0.010889255,0.015001647,0.014164513,0.01742954,0.011948419,0.014198886,0.013296568
21-Aug-09,0.013108203,0.01466062,0.01845147,0.028159057,0.019631127,-0.014083517,0.015677695,0.023348771,0.006812872
24-Aug-09,0.012676973,0.016467907,-0.000545889,0.010382074,0.009295139,0.032938842,0.000796509,0.010500577,0.016065598
25-Aug-09,0.006291416,-0.000329157,0.002366611,0.006742021,0.004198518,-0.007940868,-0.006146066,0.004957708,-0.0014647
26-Aug-09,-0.023435627,-0.026864444,0.000116725,-0.006339909,-0.005342917,0.013469431,0.005990277,-0.004106477,-0.001999212
27-Aug-09,0.008987423,0.006307214,0.002777914,-0.009395737,-0.004344269,-0.015700096,-0.001073872,-0.004156013,-0.006473657
28-Aug-09,0.003705789,0.007392781,-0.001990379,0.008558729,0.008079158,0.00572828,-5.20E-05,0.009242537,0.005024977
31-Aug-09,-0.021432986,-0.025187312,-0.008109142,-0.010807922,-0.018338199,-0.003957836,-0.021228575,-0.006164299,-0.012832464
1-Sep-09,0.008224308,0.007152568,-0.022372209,-0.024247085,0,0.003570449,-0.012003278,-0.017967666,0.003596736
2-Sep-09,-0.02534402,-0.03160451,-0.003301906,-0.001399438,-0.000456564,-0.023989018,-0.007715796,-0.00598433,-0.008320949
3-Sep-09,0.008378078,0.012507327,0.008498592,-0.003468519,-0.004306092,-0.006423021,0.005778958,-0.001465902,0.008117162
4-Sep-09,-0.021587901,-0.01798409,0.01303221,0.015536746,0.01138013,-0.00269879,0.016821479,0.012772763,0.009702045
7-Sep-09,0.002509442,0.010777477,0.008806056,0.014579985,0.016658706,0.013051646,0,0.015583349,0.010025827
8-Sep-09,-0.009497407,-0.006658603,0,0.003329304,0.002854109,0.006979791,0.021012589,0.002873531,0.013928806
9-Sep-09,-0.005834448,-0.008671602,0.007752278,0.016738829,0.01145557,-0.007832791,0.000950201,0.01084736,-0.002746053
10-Sep-09,0.007574225,-0.002567542,0.010368274,0.00367266,-0.003322661,0.019354473,0.010751868,-0.00103475,0.009233671
11-Sep-09,0.036271557,0.040760842,-0.001351306,0.005214478,0.00476039,-0.006617068,-0.002908421,0.005179929,0.003606254
14-Sep-09,-0.001994969,-0.005213742,0.006319121,-0.000672343,0.001475515,-0.023469587,0.008564121,-0.000698728,-0.008405198
15-Sep-09,-0.012536673,-0.004136276,0.003130399,0.001553886,0.004611876,0.00152402,0.00670439,0.004297024,0.008323168
16-Sep-09,0.016615187,0.025284654,0.015207304,0.012583534,0.016132238,0.005188316,0.019169169,0.014512465,0.015813252
17-Sep-09,0.006084621,0.011543224,-0.003064311,0.005402676,0.007756573,0.016706504,-0.002901027,0.005445147,0.005761581
18-Sep-09,0.004157378,0.000267365,0.002633813,-0.004776585,0.001721987,-0.007039407,0.00772294,-0.00036404,0.000412402
23-Sep-09,0.008195123,0.004858922,-0.006979274,-0.00031212,-0.006497119,0.016608748,-0.003415873,-0.002200783,-0.004004496
24-Sep-09,0.009023651,0.008482327,-0.009556581,-0.017129237,-0.011762884,0,-0.007466312,-0.014179304,-0.010152977
25-Sep-09,-0.007433515,-0.012106949,-0.006109338,-0.00425509,0.000570782,-0.026742327,0.005149428,-0.002034007,-0.00059241
28-Sep-09,0.004001644,0.000624585,0.017652877,0.027374714,0.016296382,-0.025298876,0.015796766,0.017615119,-0.003191672
29-Sep-09,0.011414049,0.014048353,-0.00223207,-0.00398085,-0.001162183,0.009018586,-0.001338208,-0.001245038,0.008961924
30-Sep-09,-0.009442384,-0.006064639,-0.003333824,-0.006736539,-0.005012834,0.003264897,0.004610893,-0.004051818,-0.000743823
1-Oct-09,-0.002213036,-0.006405308,-0.026097229,-0.021481345,-0.016913099,-0.015373314,-0.017364366,-0.017376967,-0.003233047
2-Oct-09,-0.020018346,-0.026805495,-0.004515691,-0.015722781,-0.01177715,-0.025040742,0.011724119,-0.016212542,-0.0087413
5-Oct-09,0.023026511,0.032177895,0.014765453,0.007461259,0.007110786,-0.005913542,0.019378789,0.008032903,0.001991938
6-Oct-09,0.031160934,0.044574339,0.013612406,0.026650954,0.022377758,0.001787643,0.004830464,0.023523141,0.013076211
7-Oct-09,-0.008730222,-0.009687353,0.00270795,-0.002989809,-0.005679782,0.011061401,-0.000526698,-0.004043262,0.004295981
8-Oct-09,0.01706096,0.022759764,0.007442123,0.013346692,0.008905403,0.003348606,0.017753912,0.010892793,0.00769598
9-Oct-09,0.006746257,0.004064031,0.005624801,-0.000815511,0.001415209,0.018532577,0.004865809,9.16E-05,0.006176262
12-Oct-09,0.015520491,0.015381762,0.004376823,0.012414134,0.009313514,0.005989183,0.008934388,0.010575071,0.004343661
13-Oct-09,-0.01843108,-0.014092117,-0.002791504,-0.011988795,-0.010825728,0,0,-0.010315897,4.48E-05
14-Oct-09,0.018883892,0.026777977,0.017393671,0.024175548,0.019596792,-0.001623895,0.023769337,0.019869578,0.016426627
15-Oct-09,-0.000160911,0.001926307,0.004148815,-0.004000036,-0.006317357,0.017581736,0.007554361,-0.004118031,0.001776709
16-Oct-09,-0.024346941,-0.034743583,-0.008131019,-0.015099439,-0.006299717,0.00184522,-0.007569466,-0.009167473,-0.00619924
19-Oct-09,0.009915384,0.010606877,0.009361385,0.018829544,0.017437916,-0.002054253,0.015572973,0.01594895,0.010830679
20-Oct-09,0.01507818,0.018463331,-0.006258672,-0.006994001,-0.007240005,0.009753472,-0.029215459,-0.005858889,-0.003248157
21-Oct-09,0.004774399,-0.003019502,-0.008893203,0.003730277,0.002761565,-0.000333813,0.002798402,0.001612484,-0.002497166
22-Oct-09,-0.005441211,-0.009280968,0.010587366,-0.012169423,-0.009651017,-0.006428974,0.009861728,-0.010527017,-0.005011615
23-Oct-09,0.007105868,0.010879518,-0.012253261,-0.003943263,0.006736868,0.001539648,-0.016403557,-0.000778076,0.003919997
26-Oct-09,-0.002934588,-0.010121663,-0.011786491,-0.017235792,-0.009756362,0.007714027,0.000414922,-0.013986319,0.000255686
27-Oct-09,-0.01632457,-0.026367552,-0.003323385,-0.001266274,0.001789718,-0.014596557,-0.03002245,0.000550359,-0.014859632
28-Oct-09,-0.030082971,-0.030080424,-0.019734359,-0.024931016,-0.023460916,-0.013546473,-0.048646098,-0.021614441,-0.02595065
30-Oct-09,-0.035849614,-0.036051349,-0.006195842,-0.014904187,-0.007091458,-0.004008998,0.022743939,-0.005098468,-0.006025
2-Nov-09,0.005735384,-0.001328301,0.006435592,0.002924642,0.011823963,-0.023369712,0.017667081,0.006416061,-0.001535758
3-Nov-09,-0.02390659,-0.030117918,0.002423036,-0.014367602,-0.013272131,0.004210263,0,-0.014107112,-0.007353045
4-Nov-09,0.020219135,0.028040939,0.00104211,0.016833799,0.013937989,0,0.02007084,0.016556042,0.018558259
5-Nov-09,0.000351028,0.004521631,0.019052883,0.006716638,0.00345923,-0.012971414,0.014029703,0.006450039,0.00236358
